city,state_id,state_name,county_name
Canóvanas,PR,Puerto Rico,Canóvanas
Providence Village,TX,Texas,Denton
Inverness,IL,Illinois,Cook
Gypsum,CO,Colorado,Eagle
Clarkston,WA,Washington,Asotin
Tolleson,AZ,Arizona,Maricopa
Montpelier,VT,Vermont,Washington
New Roads,LA,Louisiana,Pointe Coupee
Ponchatoula,LA,Louisiana,Tangipahoa
Camp Pendleton North,CA,California,San Diego
Smithville,NJ,New Jersey,Atlantic
Eden Isle,LA,Louisiana,St. Tammany
Pomona,NJ,New Jersey,Atlantic
Charles City,IA,Iowa,Floyd
Stanwood,WA,Washington,Snohomish
St. Rose,LA,Louisiana,St. Charles
St. Joseph,MN,Minnesota,Stearns
Hudsonville,MI,Michigan,Ottawa
Spring Hill,KS,Kansas,Johnson
Philadelphia,MS,Mississippi,Neshoba
Bellbrook,OH,Ohio,Greene
Mexia,TX,Texas,Limestone
Kenwood,OH,Ohio,Hamilton
Middleborough Center,MA,Massachusetts,Plymouth
Mantua,VA,Virginia,Fairfax
Makawao,HI,Hawaii,Maui
Gibsonville,NC,North Carolina,Guilford
Dade City,FL,Florida,Pasco
Red Chute,LA,Louisiana,Bossier
Village St. George,LA,Louisiana,East Baton Rouge
Winooski,VT,Vermont,Chittenden
Sky Lake,FL,Florida,Orange
Valley Center,KS,Kansas,Sedgwick
Umatilla,OR,Oregon,Umatilla
Oak Grove,KY,Kentucky,Christian
Strasburg,VA,Virginia,Shenandoah
Geneva,OH,Ohio,Ashtabula
Whiteville,NC,North Carolina,Columbus
University of California-Davis,CA,California,Yolo
Sabana Seca,PR,Puerto Rico,Toa Baja
Ephraim,UT,Utah,Sanpete
Lochbuie,CO,Colorado,Weld
North Springfield,VA,Virginia,Fairfax
Longboat Key,FL,Florida,Manatee
Dahlonega,GA,Georgia,Lumpkin
Nebraska City,NE,Nebraska,Otoe
Hardeeville,SC,South Carolina,Jasper
Connellsville,PA,Pennsylvania,Fayette
Torrington,WY,Wyoming,Goshen
New Cumberland,PA,Pennsylvania,Cumberland
Pinehurst,MA,Massachusetts,Middlesex
Huron,CA,California,Fresno
Alta Sierra,CA,California,Nevada
Northridge,OH,Ohio,Clark
Moab,UT,Utah,Grand
Wildwood,FL,Florida,Sumter
Baywood,NY,New York,Suffolk
Northport,NY,New York,Suffolk
Ralston,NE,Nebraska,Douglas
Madison,SD,South Dakota,Lake
Tanglewilde,WA,Washington,Thurston
Ormond-by-the-Sea,FL,Florida,Volusia
Delphos,OH,Ohio,Allen
Stevensville,MD,Maryland,Queen Anne's
Lihue,HI,Hawaii,Kauai
Murillo,TX,Texas,Hidalgo
St. Louis,MI,Michigan,Gratiot
Hobart,WA,Washington,King
Pleasantville,NY,New York,Westchester
Neptune Beach,FL,Florida,Duval
Crystal City,TX,Texas,Zavala
Williston Park,NY,New York,Nassau
Union Grove,WI,Wisconsin,Racine
Richland,MS,Mississippi,Rankin
Bedford,VA,Virginia,Bedford
Belle Isle,FL,Florida,Orange
Woodstock,VA,Virginia,Shenandoah
Franklin,NC,North Carolina,Macon
Collinsville,OK,Oklahoma,Tulsa
Willow Oak,FL,Florida,Polk
Emmitsburg,MD,Maryland,Frederick
Willows,CA,California,Glenn
Parkville,PA,Pennsylvania,York
Roosevelt,UT,Utah,Duchesne
East Hills,NY,New York,Nassau
Acton,CA,California,Los Angeles
La Feria,TX,Texas,Cameron
Washington,IA,Iowa,Washington
Tappan,NY,New York,Rockland
Cochituate,MA,Massachusetts,Middlesex
Whitinsville,MA,Massachusetts,Worcester
Batesville,MS,Mississippi,Panola
Lake Lorraine,FL,Florida,Okaloosa
Seward,NE,Nebraska,Seward
Midland Park,NJ,New Jersey,Bergen
Moapa Valley,NV,Nevada,Clark
Middletown,PA,Pennsylvania,Northampton
Corbin,KY,Kentucky,Whitley
Dunellen,NJ,New Jersey,Middlesex
Jackson,WI,Wisconsin,Washington
Riverdale Park,MD,Maryland,Prince George's
Knoxville,IA,Iowa,Marion
Unionville,NC,North Carolina,Union
Gunnison,CO,Colorado,Gunnison
Morrow,GA,Georgia,Clayton
Sandston,VA,Virginia,Henrico
Belle Plaine,MN,Minnesota,Scott
Nuevo,CA,California,Riverside
Enoch,UT,Utah,Iron
Pacific,WA,Washington,King
Utuado,PR,Puerto Rico,Utuado
Canfield,OH,Ohio,Mahoning
Independence,OH,Ohio,Cuyahoga
Elsa,TX,Texas,Hidalgo
Centerville,SC,South Carolina,Anderson
Commerce,GA,Georgia,Jackson
Austell,GA,Georgia,Cobb
Glenolden,PA,Pennsylvania,Delaware
Parkville,MO,Missouri,Platte
Hillsborough,NC,North Carolina,Orange
Crozet,VA,Virginia,Albemarle
Pollock Pines,CA,California,El Dorado
Nyack,NY,New York,Rockland
Tyrone,PA,Pennsylvania,Blair
Larose,LA,Louisiana,Lafourche
Lawrenceville,IL,Illinois,Lawrence
Brook Highland,AL,Alabama,Shelby
Cottage Grove,WI,Wisconsin,Dane
De Soto,MO,Missouri,Jefferson
Palmyra,NJ,New Jersey,Burlington
Nappanee,IN,Indiana,Elkhart
Atherton,CA,California,San Mateo
Nibley,UT,Utah,Cache
Kingsland,TX,Texas,Llano
Walled Lake,MI,Michigan,Oakland
San Lorenzo,PR,Puerto Rico,San Lorenzo
Winsted,CT,Connecticut,Litchfield
Bonne Terre,MO,Missouri,St. Francois
Live Oak,FL,Florida,Suwannee
Rockville,CT,Connecticut,Tolland
Calipatria,CA,California,Imperial
Mead,WA,Washington,Spokane
Parkwood,WA,Washington,Kitsap
Russellville,KY,Kentucky,Logan
Pinson,AL,Alabama,Jefferson
Selma,NC,North Carolina,Johnston
Marble Falls,TX,Texas,Burnet
Decatur,TX,Texas,Wise
Fort Myers Beach,FL,Florida,Lee
Dunbar,WV,West Virginia,Kanawha
Byron Center,MI,Michigan,Kent
Homestead Meadows South,TX,Texas,El Paso
Portage Lakes,OH,Ohio,Summit
Meridianville,AL,Alabama,Madison
Homeland,CA,California,Riverside
Osceola,AR,Arkansas,Mississippi
Syracuse,IN,Indiana,Kosciusko
Souderton,PA,Pennsylvania,Montgomery
Flatwoods,KY,Kentucky,Greenup
Fair Plain,MI,Michigan,Berrien
Gateway,AK,Alaska,Matanuska-Susitna
Mount Ivy,NY,New York,Rockland
Milton-Freewater,OR,Oregon,Umatilla
River Park,FL,Florida,St. Lucie
Yabucoa,PR,Puerto Rico,Yabucoa
Sausalito,CA,California,Marin
South Lockport,NY,New York,Niagara
Ridley Park,PA,Pennsylvania,Delaware
Highland Heights,KY,Kentucky,Campbell
Woodlake,VA,Virginia,Chesterfield
Barnesville,GA,Georgia,Lamar
Berrien Springs,MI,Michigan,Berrien
St. Helena,CA,California,Napa
Hudson Falls,NY,New York,Washington
Noble,OK,Oklahoma,Cleveland
Gulf Park Estates,MS,Mississippi,Jackson
Oak Ridge,NC,North Carolina,Guilford
Rochester,IN,Indiana,Fulton
San Isidro,PR,Puerto Rico,Canóvanas
Orange City,IA,Iowa,Sioux
Seminole,OK,Oklahoma,Seminole
Groesbeck,OH,Ohio,Hamilton
Springs,NY,New York,Suffolk
Marksville,LA,Louisiana,Avoyelles
Truth or Consequences,NM,New Mexico,Sierra
Laurium,MI,Michigan,Houghton
Archbald,PA,Pennsylvania,Lackawanna
Willis,TX,Texas,Montgomery
Great Neck Plaza,NY,New York,Nassau
Rancho Calaveras,CA,California,Calaveras
Orland Hills,IL,Illinois,Cook
Kentfield,CA,California,Marin
Kiel,WI,Wisconsin,Manitowoc
Mount Carmel,IL,Illinois,Wabash
Crete,NE,Nebraska,Saline
Meraux,LA,Louisiana,St. Bernard
Garden Home-Whitford,OR,Oregon,Washington
St. Augustine Beach,FL,Florida,St. Johns
Zuni Pueblo,NM,New Mexico,McKinley
Mendota,IL,Illinois,LaSalle
Cos Cob,CT,Connecticut,Fairfield
Adel,GA,Georgia,Cook
Heathrow,FL,Florida,Seminole
Calverton,NY,New York,Suffolk
Galliano,LA,Louisiana,Lafourche
Eagle,CO,Colorado,Eagle
Hillsboro,IL,Illinois,Montgomery
Oakdale,NY,New York,Suffolk
Barberton,WA,Washington,Clark
Keyport,NJ,New Jersey,Monmouth
Beacon Square,FL,Florida,Pasco
Brier,WA,Washington,Snohomish
Trumann,AR,Arkansas,Poinsett
Milltown,NJ,New Jersey,Middlesex
Hamilton,MT,Montana,Ravalli
Leitchfield,KY,Kentucky,Grayson
Creswell,OR,Oregon,Lane
Bondurant,IA,Iowa,Polk
Stratford,NJ,New Jersey,Camden
Prairie View,TX,Texas,Waller
Catoosa,OK,Oklahoma,Rogers
Paintsville,KY,Kentucky,Johnson
Plymouth Meeting,PA,Pennsylvania,Montgomery
Bremen,GA,Georgia,Haralson
Ocean City,MD,Maryland,Worcester
Vandalia,IL,Illinois,Fayette
Edgemoor,DE,Delaware,New Castle
Westmere,NY,New York,Albany
Fort Meade,FL,Florida,Polk
Osprey,FL,Florida,Sarasota
Franklin,CA,California,Merced
Fort Pierce North,FL,Florida,St. Lucie
Sturgis,SD,South Dakota,Meade
West Samoset,FL,Florida,Manatee
Treasure Island,FL,Florida,Pinellas
Spring Lake Park,MN,Minnesota,Anoka
Black Jack,MO,Missouri,St. Louis
Lewisburg,WV,West Virginia,Greenbrier
Heber Springs,AR,Arkansas,Cleburne
West Slope,OR,Oregon,Washington
Woodland,WA,Washington,Cowlitz
Gulf Breeze,FL,Florida,Santa Rosa
Viola,NY,New York,Rockland
Freeland,MI,Michigan,Saginaw
Lake Mills,WI,Wisconsin,Jefferson
Byron,IL,Illinois,Ogle
Latimer,MS,Mississippi,Jackson
Thermalito,CA,California,Butte
Whitemarsh Island,GA,Georgia,Chatham
Colusa,CA,California,Colusa
Union,OH,Ohio,Montgomery
Junction City,OR,Oregon,Lane
Ben Lomond,CA,California,Santa Cruz
University Park,IL,Illinois,Cook
Gleneagle,CO,Colorado,El Paso
Mountainside,NJ,New Jersey,Union
Moores Mill,AL,Alabama,Madison
Perry,FL,Florida,Taylor
Chestertown,MD,Maryland,Kent
St. Martinville,LA,Louisiana,St. Martin
Harrisville,UT,Utah,Weber
Twin Rivers,NJ,New Jersey,Mercer
Huron,OH,Ohio,Erie
Mechanicstown,NY,New York,Orange
Loomis,CA,California,Placer
King,NC,North Carolina,Stokes
West Glens Falls,NY,New York,Warren
Youngtown,AZ,Arizona,Maricopa
Lemoore Station,CA,California,Kings
Lutherville,MD,Maryland,Baltimore
Milford,OH,Ohio,Clermont
Greenbrier,TN,Tennessee,Robertson
Lecanto,FL,Florida,Citrus
Eldridge,IA,Iowa,Scott
Old Greenwich,CT,Connecticut,Fairfield
Idabel,OK,Oklahoma,McCurtain
South Patrick Shores,FL,Florida,Brevard
Sunnyvale,TX,Texas,Dallas
Bee Cave,TX,Texas,Travis
Lovejoy,GA,Georgia,Clayton
Fircrest,WA,Washington,Pierce
Las Piedras,PR,Puerto Rico,Las Piedras
Huntertown,IN,Indiana,Allen
Crossett,AR,Arkansas,Ashley
Taneytown,MD,Maryland,Carroll
Mount Vernon,IN,Indiana,Posey
Fort Myers Shores,FL,Florida,Lee
Kirtland,OH,Ohio,Lake
Lakes of the Four Seasons,IN,Indiana,Lake
Marion,SC,South Carolina,Marion
San Martin,CA,California,Santa Clara
Kimberly,WI,Wisconsin,Outagamie
Hewlett,NY,New York,Nassau
Taylor Mill,KY,Kentucky,Kenton
Yardville,NJ,New Jersey,Mercer
East Shoreham,NY,New York,Suffolk
Valley Park,MO,Missouri,St. Louis
Thousand Palms,CA,California,Riverside
Amory,MS,Mississippi,Monroe
Columbus,WI,Wisconsin,Columbia
Lake Mathews,CA,California,Riverside
Marvin,NC,North Carolina,Union
Fowler,CA,California,Fresno
Fishhook,AK,Alaska,Matanuska-Susitna
Breinigsville,PA,Pennsylvania,Lehigh
Lincoln,AL,Alabama,Talladega
Myers Corner,NY,New York,Dutchess
South Valley Stream,NY,New York,Nassau
Millersville,TN,Tennessee,Sumner
Cortland,OH,Ohio,Trumbull
Guánica,PR,Puerto Rico,Guánica
Desert Palms,CA,California,Riverside
Indian River Estates,FL,Florida,St. Lucie
Pembroke Park,FL,Florida,Broward
Lake Hallie,WI,Wisconsin,Chippewa
Ellettsville,IN,Indiana,Monroe
Prairie Grove,AR,Arkansas,Washington
Napili-Honokowai,HI,Hawaii,Maui
Montevallo,AL,Alabama,Shelby
Mount Healthy,OH,Ohio,Hamilton
Clover Creek,WA,Washington,Pierce
Allendale,NJ,New Jersey,Bergen
Rupert,ID,Idaho,Minidoka
Snowflake,AZ,Arizona,Navajo
Bayville,NY,New York,Nassau
Litchfield,IL,Illinois,Montgomery
Maple Glen,PA,Pennsylvania,Montgomery
Eatonton,GA,Georgia,Putnam
Bellwood,VA,Virginia,Chesterfield
Lacy-Lakeview,TX,Texas,McLennan
Kosciusko,MS,Mississippi,Attala
Orchard Mesa,CO,Colorado,Mesa
Roaring Spring,PA,Pennsylvania,Blair
Woodfin,NC,North Carolina,Buncombe
Rumson,NJ,New Jersey,Monmouth
Broadway,VA,Virginia,Rockingham
Medina,MN,Minnesota,Hennepin
Harrisburg,SD,South Dakota,Lincoln
Bermuda Dunes,CA,California,Riverside
Clifton Heights,PA,Pennsylvania,Delaware
Wescosville,PA,Pennsylvania,Lehigh
Roeland Park,KS,Kansas,Johnson
Dayton,MN,Minnesota,Hennepin
Lucas Valley-Marinwood,CA,California,Marin
Cherryville,NC,North Carolina,Gaston
Belfast,ME,Maine,Waldo
Nevada,IA,Iowa,Story
Dunlap,IN,Indiana,Elkhart
Lauderdale-by-the-Sea,FL,Florida,Broward
Church Hill,TN,Tennessee,Hawkins
Potomac Mills,VA,Virginia,Prince William
Linwood,NJ,New Jersey,Atlantic
Ashville,OH,Ohio,Pickaway
Valley Falls,SC,South Carolina,Spartanburg
Sandersville,GA,Georgia,Washington
Blairsville,PA,Pennsylvania,Indiana
Bridgeport,TX,Texas,Wise
Sturtevant,WI,Wisconsin,Racine
Litchfield,MN,Minnesota,Meeker
Cherry Hills Village,CO,Colorado,Arapahoe
Notre Dame,IN,Indiana,St. Joseph
Pocahontas,AR,Arkansas,Randolph
Morrilton,AR,Arkansas,Conway
Barrington,NJ,New Jersey,Camden
Belle Haven,VA,Virginia,Fairfax
Juana Díaz,PR,Puerto Rico,Juana Díaz
Tecumseh,OK,Oklahoma,Pottawatomie
Mecca,CA,California,Riverside
Mira Monte,CA,California,Ventura
Cedarhurst,NY,New York,Nassau
Folcroft,PA,Pennsylvania,Delaware
Pea Ridge,WV,West Virginia,Cabell
Belmont,VA,Virginia,Loudoun
Green Knoll,NJ,New Jersey,Somerset
Guadalupe,AZ,Arizona,Maricopa
Veneta,OR,Oregon,Lane
North Syracuse,NY,New York,Onondaga
Manorhaven,NY,New York,Nassau
Battlefield,MO,Missouri,Greene
Puerto Real,PR,Puerto Rico,Cabo Rojo
North Caldwell,NJ,New Jersey,Essex
Beaver Dam,KY,Kentucky,Ohio
Ladera Heights,CA,California,Los Angeles
Winthrop Harbor,IL,Illinois,Lake
Whitmore Lake,MI,Michigan,Washtenaw
Hillsboro,OH,Ohio,Highland
Brewton,AL,Alabama,Escambia
Kermit,TX,Texas,Winkler
Demopolis,AL,Alabama,Marengo
Talent,OR,Oregon,Jackson
Hamilton,AL,Alabama,Marion
Trinity,NC,North Carolina,Randolph
Normandy Park,WA,Washington,King
Bridge City,LA,Louisiana,Jefferson
Ambridge,PA,Pennsylvania,Beaver
Amite City,LA,Louisiana,Tangipahoa
Catasauqua,PA,Pennsylvania,Lehigh
Cocoa West,FL,Florida,Brevard
Forestbrook,SC,South Carolina,Horry
Bethel,AK,Alaska,Bethel
Ewa Villages,HI,Hawaii,Honolulu
Northgate,OH,Ohio,Hamilton
Oneonta,AL,Alabama,Blount
Mont Belvieu,TX,Texas,Chambers
South Monrovia Island,CA,California,Los Angeles
Cold Spring,KY,Kentucky,Campbell
Keene,TX,Texas,Johnson
Walnut Ridge,AR,Arkansas,Lawrence
Thompson's Station,TN,Tennessee,Williamson
Stickney,IL,Illinois,Cook
Green Hill,TN,Tennessee,Wilson
Rossford,OH,Ohio,Wood
Blackwell,OK,Oklahoma,Kay
Contra Costa Centre,CA,California,Contra Costa
Lawrence,NY,New York,Nassau
Roslyn Heights,NY,New York,Nassau
South Hill,NY,New York,Tompkins
Tuckahoe,NY,New York,Westchester
Waikoloa Village,HI,Hawaii,Hawaii
Keyes,CA,California,Stanislaus
Cumming,GA,Georgia,Forsyth
Portage,PA,Pennsylvania,Cambria
Fox Point,WI,Wisconsin,Milwaukee
Slippery Rock,PA,Pennsylvania,Butler
Clairton,PA,Pennsylvania,Allegheny
Oakmont,PA,Pennsylvania,Allegheny
Fairview,GA,Georgia,Walker
Plaquemine,LA,Louisiana,Iberville
Elkin,NC,North Carolina,Surry
Plattsmouth,NE,Nebraska,Cass
De Queen,AR,Arkansas,Sevier
Hapeville,GA,Georgia,Fulton
Laurence Harbor,NJ,New Jersey,Middlesex
Atlantic,IA,Iowa,Cass
Castroville,CA,California,Monterey
Russells Point,OH,Ohio,Logan
Martins Ferry,OH,Ohio,Belmont
West View,PA,Pennsylvania,Allegheny
Milford,MI,Michigan,Oakland
Kingston,RI,Rhode Island,Washington
Air Force Academy,CO,Colorado,El Paso
De Soto,KS,Kansas,Johnson
Avon,CO,Colorado,Eagle
Heathcote,NJ,New Jersey,Middlesex
Naples Manor,FL,Florida,Collier
Rittman,OH,Ohio,Wayne
Bangor Base,WA,Washington,Kitsap
Anadarko,OK,Oklahoma,Caddo
Schriever,LA,Louisiana,Terrebonne
Harrah,OK,Oklahoma,Oklahoma
Monticello,KY,Kentucky,Wayne
Williamston,MI,Michigan,Ingham
Homeacre-Lyndora,PA,Pennsylvania,Butler
Pratt,KS,Kansas,Pratt
Basehor,KS,Kansas,Leavenworth
Geneseo,IL,Illinois,Henry
Severance,CO,Colorado,Weld
Ocean Shores,WA,Washington,Grays Harbor
La Habra Heights,CA,California,Los Angeles
Prospect Park,PA,Pennsylvania,Delaware
Ambler,PA,Pennsylvania,Montgomery
East Rochester,NY,New York,Monroe
Mulvane,KS,Kansas,Sumner
Camilla,GA,Georgia,Mitchell
Lynchburg,TN,Tennessee,Moore
Hillandale,MD,Maryland,Montgomery
Stratmoor,CO,Colorado,El Paso
Buena Vista,VA,Virginia,Buena Vista
Prairie du Chien,WI,Wisconsin,Crawford
Silver Lake,NC,North Carolina,New Hanover
Irvington,NY,New York,Westchester
Prestonsburg,KY,Kentucky,Floyd
Moraine,OH,Ohio,Montgomery
Penn Yan,NY,New York,Yates
Forest Glen,MD,Maryland,Montgomery
Scenic Oaks,TX,Texas,Bexar
Columbia,MS,Mississippi,Marion
Genoa,IL,Illinois,DeKalb
Otis Orchards-East Farms,WA,Washington,Spokane
Sidney,MT,Montana,Richland
Darnestown,MD,Maryland,Montgomery
Hebron,KY,Kentucky,Boone
Glendive,MT,Montana,Dawson
Yorketown,NJ,New Jersey,Monmouth
Lake Murray of Richland,SC,South Carolina,Richland
Ironwood,MI,Michigan,Gogebic
Sealy,TX,Texas,Austin
Emporia,VA,Virginia,Emporia
Carrollton,VA,Virginia,Isle of Wight
Inverness Highlands South,FL,Florida,Citrus
East Falmouth,MA,Massachusetts,Barnstable
Upper Sandusky,OH,Ohio,Wyandot
Vine Grove,KY,Kentucky,Hardin
Litchfield Park,AZ,Arizona,Maricopa
Devine,TX,Texas,Medina
Orange Lake,NY,New York,Orange
Oelwein,IA,Iowa,Fayette
Carthage,TX,Texas,Panola
Crystal Lake,FL,Florida,Polk
Hurricane,WV,West Virginia,Putnam
North Riverside,IL,Illinois,Cook
Cheverly,MD,Maryland,Prince George's
Savage,MD,Maryland,Howard
Bridgeport,MI,Michigan,Saginaw
Valley City,ND,North Dakota,Barnes
Salem,IN,Indiana,Washington
Douglas,WY,Wyoming,Converse
Greenville,IL,Illinois,Bond
Orlovista,FL,Florida,Orange
Eudora,KS,Kansas,Douglas
Walkersville,MD,Maryland,Frederick
Garrett,IN,Indiana,DeKalb
Bowleys Quarters,MD,Maryland,Baltimore
Littlestown,PA,Pennsylvania,Adams
Bronxville,NY,New York,Westchester
Kingston Estates,NJ,New Jersey,Camden
Burnet,TX,Texas,Burnet
Lincroft,NJ,New Jersey,Monmouth
Jordan,MN,Minnesota,Scott
Hampstead,MD,Maryland,Carroll
Carolina Beach,NC,North Carolina,New Hanover
Mount Vernon,IA,Iowa,Linn
Lionville,PA,Pennsylvania,Chester
Ramtown,NJ,New Jersey,Monmouth
Rockford,MI,Michigan,Kent
Steilacoom,WA,Washington,Pierce
Opp,AL,Alabama,Covington
Abilene,KS,Kansas,Dickinson
Rhome,TX,Texas,Wise
Aptos,CA,California,Santa Cruz
Belpre,OH,Ohio,Washington
Crockett,TX,Texas,Houston
Ellenville,NY,New York,Ulster
East End,AR,Arkansas,Saline
Rushville,IN,Indiana,Rush
International Falls,MN,Minnesota,Koochiching
Rogersville,TN,Tennessee,Hawkins
Prosser,WA,Washington,Benton
West Point,NY,New York,Orange
Nephi,UT,Utah,Juab
Richboro,PA,Pennsylvania,Bucks
Cullowhee,NC,North Carolina,Jackson
Mims,FL,Florida,Brevard
Village of Oak Creek,AZ,Arizona,Yavapai
Jasper,GA,Georgia,Pickens
Nitro,WV,West Virginia,Kanawha
Wharton,NJ,New Jersey,Morris
Johnsburg,IL,Illinois,McHenry
Fort Riley,KS,Kansas,Riley
Sunbury,OH,Ohio,Delaware
Wollochet,WA,Washington,Pierce
Keyser,WV,West Virginia,Mineral
Kathleen,FL,Florida,Polk
Combee Settlement,FL,Florida,Polk
Henderson,TN,Tennessee,Chester
Cynthiana,KY,Kentucky,Harrison
Tabor City,NC,North Carolina,Columbus
North Fort Lewis,WA,Washington,Pierce
West Hattiesburg,MS,Mississippi,Lamar
Allegan,MI,Michigan,Allegan
Dacula,GA,Georgia,Gwinnett
Schuyler,NE,Nebraska,Colfax
Tipton,IN,Indiana,Tipton
Clarkston Heights-Vineland,WA,Washington,Asotin
Galax,VA,Virginia,Galax
Jan Phyl Village,FL,Florida,Polk
Swarthmore,PA,Pennsylvania,Delaware
Carmel Hamlet,NY,New York,Putnam
Gladewater,TX,Texas,Gregg
Iowa Park,TX,Texas,Wichita
Yaphank,NY,New York,Suffolk
St. John,MO,Missouri,St. Louis
Theodore,AL,Alabama,Mobile
Pepper Pike,OH,Ohio,Cuyahoga
Red Lion,PA,Pennsylvania,York
Hamlet,NC,North Carolina,Richmond
White Oak,TX,Texas,Gregg
Comstock Northwest,MI,Michigan,Kalamazoo
"Islamorada, Village of Islands",FL,Florida,Monroe
Mascotte,FL,Florida,Lake
Pass Christian,MS,Mississippi,Harrison
Jeanerette,LA,Louisiana,Iberia
Delano,MN,Minnesota,Wright
Waveland,MS,Mississippi,Hancock
North Hobbs,NM,New Mexico,Lea
Forest Hills,PA,Pennsylvania,Allegheny
El Rio,CA,California,Ventura
Lely Resort,FL,Florida,Collier
East Porterville,CA,California,Tulare
Ranchettes,WY,Wyoming,Laramie
Boiling Spring Lakes,NC,North Carolina,Brunswick
Stone Mountain,GA,Georgia,DeKalb
Covedale,OH,Ohio,Hamilton
California,PA,Pennsylvania,Washington
St. Robert,MO,Missouri,Pulaski
New Castle,CO,Colorado,Garfield
Howland Center,OH,Ohio,Trumbull
Pigeon Forge,TN,Tennessee,Sevier
Huntington Woods,MI,Michigan,Oakland
Richmond,MI,Michigan,Macomb
Fairwood,MD,Maryland,Prince George's
East Glenville,NY,New York,Schenectady
Lake Alfred,FL,Florida,Polk
Snyderville,UT,Utah,Summit
Morris Plains,NJ,New Jersey,Morris
Powell,WY,Wyoming,Park
Hampshire,IL,Illinois,Kane
Enola,PA,Pennsylvania,Cumberland
Salton City,CA,California,Imperial
Blue Bell,PA,Pennsylvania,Montgomery
Corcoran,MN,Minnesota,Hennepin
Ocean City,FL,Florida,Okaloosa
Walker,LA,Louisiana,Livingston
St. James,NC,North Carolina,Brunswick
Camp Swift,TX,Texas,Bastrop
South Run,VA,Virginia,Fairfax
Pecan Plantation,TX,Texas,Hood
New Whiteland,IN,Indiana,Johnson
Cameron Park,TX,Texas,Cameron
Sylvester,GA,Georgia,Worth
Boonville,IN,Indiana,Warrick
Boothwyn,PA,Pennsylvania,Delaware
Orange Beach,AL,Alabama,Baldwin
Buena Vista,MI,Michigan,Saginaw
Solvay,NY,New York,Onondaga
Champion Heights,OH,Ohio,Trumbull
East Foothills,CA,California,Santa Clara
South Gate Ridge,FL,Florida,Sarasota
Newberry,FL,Florida,Alachua
Saranap,CA,California,Contra Costa
Glenwood,IA,Iowa,Mills
Kenedy,TX,Texas,Karnes
Pimmit Hills,VA,Virginia,Fairfax
Edinboro,PA,Pennsylvania,Erie
Fruit Heights,UT,Utah,Davis
Addis,LA,Louisiana,West Baton Rouge
Wailea,HI,Hawaii,Maui
Chelan,WA,Washington,Chelan
Pea Ridge,AR,Arkansas,Benton
Blakely,PA,Pennsylvania,Lackawanna
Grayson Valley,AL,Alabama,Jefferson
Corry,PA,Pennsylvania,Erie
Twin Lakes,WI,Wisconsin,Kenosha
Avra Valley,AZ,Arizona,Pima
Kennett Square,PA,Pennsylvania,Chester
Everman,TX,Texas,Tarrant
Union Gap,WA,Washington,Yakima
Satsuma,AL,Alabama,Mobile
Sheridan,CO,Colorado,Arapahoe
Leonardtown,MD,Maryland,St. Mary's
Eastman,GA,Georgia,Dodge
High Springs,FL,Florida,Alachua
University at Buffalo,NY,New York,Erie
Huntingburg,IN,Indiana,Dubois
Pontotoc,MS,Mississippi,Pontotoc
East Farmingdale,NY,New York,Suffolk
Clyde,OH,Ohio,Sandusky
Eagar,AZ,Arizona,Apache
Branford Center,CT,Connecticut,New Haven
Rib Mountain,WI,Wisconsin,Marathon
Henryetta,OK,Oklahoma,Okmulgee
Montgomery,PA,Pennsylvania,Lycoming
Simsbury Center,CT,Connecticut,Hartford
Clinton,IN,Indiana,Vermillion
Evansville,WI,Wisconsin,Rock
Lanett,AL,Alabama,Chambers
Raleigh Hills,OR,Oregon,Washington
Bridgewater,VA,Virginia,Rockingham
Glenarden,MD,Maryland,Prince George's
East Pasadena,CA,California,Los Angeles
Pelican Bay,FL,Florida,Collier
West Loch Estate,HI,Hawaii,Honolulu
Tequesta,FL,Florida,Palm Beach
Elm Grove,WI,Wisconsin,Waukesha
Carlstadt,NJ,New Jersey,Bergen
North Windham,ME,Maine,Cumberland
Cochran,GA,Georgia,Bleckley
Lakeview,NY,New York,Nassau
Binghamton University,NY,New York,Broome
Eucalyptus Hills,CA,California,San Diego
Arlington Heights,PA,Pennsylvania,Monroe
Independence,IA,Iowa,Buchanan
Laurel Bay,SC,South Carolina,Beaufort
Garrettsville,OH,Ohio,Portage
Gardnerville,NV,Nevada,Douglas
Isanti,MN,Minnesota,Isanti
Punxsutawney,PA,Pennsylvania,Jefferson
Country Homes,WA,Washington,Spokane
Wailua Homesteads,HI,Hawaii,Kauai
Fruitridge Pocket,CA,California,Sacramento
Sidney,NE,Nebraska,Cheyenne
Princeton,KY,Kentucky,Caldwell
Bartonville,IL,Illinois,Peoria
Chena Ridge,AK,Alaska,Fairbanks North Star
Pauls Valley,OK,Oklahoma,Garvin
Munford,TN,Tennessee,Tipton
Tarrant,AL,Alabama,Jefferson
Los Chaves,NM,New Mexico,Valencia
Los Ranchos de Albuquerque,NM,New Mexico,Bernalillo
Edgewood,NM,New Mexico,Santa Fe
Aquia Harbour,VA,Virginia,Stafford
Indian Hills,NV,Nevada,Douglas
El Granada,CA,California,San Mateo
Stewartville,MN,Minnesota,Olmsted
Bensley,VA,Virginia,Chesterfield
Shrewsbury,MO,Missouri,St. Louis
Alpine,TX,Texas,Brewster
Harlan,KY,Kentucky,Harlan
Larchmont,NY,New York,Westchester
Willard,OH,Ohio,Huron
